CustomerID,CLTV,Tenure Months,Total Extra Services,Payment Method,Multiple Lines,Contract,Streaming TV,Phone Service,Paperless Billing,Streaming Movies,Senior Citizen,Tech Support,Online Security
8184-WMOFI,5327,62,4,0,0,1,0,1,0,1,0,1,1
6092-QZVPP,4830,36,5,0,0,0,1,1,1,1,0,1,1
4625-LAMOB,2404,44,1,0,0,2,0,1,0,0,0,0,0
6549-NNDYT,2444,13,1,0,0,0,0,0,1,0,0,0,1
0422-OHQHQ,3009,15,1,2,0,1,0,1,0,0,0,0,0
6916-HIJSE,5434,65,6,0,0,2,1,1,1,1,0,1,1
2316-ESMLS,3882,12,1,0,0,1,0,0,0,0,0,1,1
9778-OGKQZ,5883,72,7,0,1,2,1,1,1,1,0,1,1
7408-OFWXJ,5762,72,7,0,1,2,1,1,0,1,0,1,1
2252-NKNSI,4322,52,6,2,1,2,1,1,1,1,0,1,1
8713-IGZSO,5983,2,2,2,1,0,0,1,0,0,0,0,0
7905-TVXTA,4771,5,3,1,0,0,1,1,1,0,0,1,1
7695-PKLCZ,4201,68,1,0,0,2,0,1,0,0,0,0,0
8374-UULRV,5965,72,6,0,1,2,1,1,0,1,0,1,1
5275-PMFUT,4036,72,5,0,0,2,1,0,1,1,0,1,1
4795-UXVCJ,5823,26,1,0,0,1,0,1,0,0,0,0,0
0979-MOZQI,4987,62,1,0,0,2,1,0,1,0,0,1,0
2732-ISEZX,5263,5,1,2,0,0,0,1,1,0,0,0,0
0323-XWWTN,4315,3,2,2,1,2,0,1,1,0,0,0,0
1764-VUUMT,6382,66,1,0,0,2,0,1,0,0,0,0,0
3050-GBUSH,2496,3,1,0,0,0,1,0,1,0,0,0,0
7876-AEHIG,5404,51,4,0,0,1,1,0,0,1,0,1,1
7945-HLKEA,6408,60,4,1,1,1,0,1,0,0,0,1,1
9342-VNIMQ,5201,33,3,0,1,0,0,1,1,0,0,0,0
3523-BRGUW,2269,26,1,0,0,1,0,1,0,0,1,0,0
5170-PTRKA,4865,49,1,0,0,1,0,0,1,0,0,1,1
4661-NJEUX,5368,1,1,2,0,0,0,1,1,0,0,0,0
1051-GEJLJ,4836,2,1,2,0,0,0,1,0,0,0,0,0
0379-DJQHR,4219,67,6,0,0,2,1,1,0,1,0,0,1
5543-QDCRY,5344,4,2,1,0,0,1,1,1,0,0,0,0
0297-RBCSG,2051,19,3,0,0,1,0,1,1,1,0,1,0
4694-PHWFW,5919,8,1,2,0,0,0,1,0,0,0,0,0
5993-BQHEA,4018,12,1,0,0,1,0,1,0,0,0,0,0
6024-RUGGH,6499,72,2,0,1,2,0,1,1,0,0,0,0
4079-WWQQQ,4266,72,5,0,0,2,1,0,1,1,0,1,1
7471-WNSUF,4501,60,2,0,1,1,0,1,0,0,0,0,0
8942-DBMHZ,4883,12,1,2,0,0,0,1,0,0,0,0,0
9199-PWQVC,4010,63,6,0,1,1,1,1,1,1,0,0,1
5393-HJZSM,5324,32,5,0,0,0,0,1,0,1,0,1,1
5787-KXGIY,4035,72,1,0,0,2,0,1,0,0,0,0,0
4198-VFOEA,2990,12,1,2,0,1,0,0,1,0,0,1,1
5709-LVOEQ,2048,0,6,2,0,2,1,1,0,1,0,0,1
0347-UBKUZ,3366,15,1,2,0,0,0,1,0,0,0,0,0
0835-DUUIQ,2050,24,1,0,0,1,0,1,0,0,0,0,0
0811-GSDTP,3540,13,1,1,0,0,0,0,0,0,0,0,0
6115-ZTBFQ,4119,72,5,0,0,2,1,0,0,1,0,1,1
6231-WFGFH,5053,4,1,2,0,0,0,1,1,0,0,0,0
6169-PPETC,2009,35,1,0,0,2,0,1,0,0,0,0,0
8467-WYNSR,2729,22,2,2,0,0,0,1,0,0,0,1,1
0851-DFJKB,4497,15,3,1,0,0,0,1,0,0,0,1,1
3261-CQXOL,4993,71,2,0,1,2,0,1,0,0,0,0,0
8388-FYNPZ,2401,4,3,1,0,0,0,1,0,0,0,0,1
4002-BQWPQ,5917,25,6,0,1,0,0,1,0,1,0,1,1
2826-DXLQO,2587,7,1,0,0,0,0,0,0,0,1,0,1
4378-BZYFP,2259,17,1,2,0,1,0,1,1,0,0,0,0
9489-UTFKA,2136,8,3,0,0,0,1,1,0,0,1,0,1
4849-PYRLQ,4011,56,5,0,1,2,0,1,0,1,1,1,1
7764-BDPEE,5868,3,1,2,0,0,0,1,0,0,0,0,0
3429-IFLEM,4846,71,5,0,0,2,1,1,0,0,0,1,1
0556-FJEGU,4474,58,4,0,0,2,1,1,0,0,0,1,0
0604-THJFP,5446,59,4,0,0,2,1,1,1,1,0,1,0
6461-PPAXN,4858,35,2,0,0,1,0,1,1,0,0,1,1
3318-ISQFQ,5409,20,1,0,0,0,0,1,1,0,0,0,0
1106-HRLKZ,2630,40,1,2,0,2,0,1,0,0,0,0,0
2483-XSSMZ,5531,39,2,1,0,1,0,1,1,0,0,0,1
8165-ZJRNM,4923,72,2,0,1,2,0,1,0,0,0,0,0
2604-XVDAM,5706,12,1,0,0,0,0,1,0,0,0,0,0
3717-OFRTN,3595,1,1,0,0,0,0,1,0,0,0,0,0
9046-JBFWA,4004,27,1,2,0,0,0,1,0,0,0,0,0
3280-NMUVX,4669,34,1,0,0,1,0,1,0,0,0,0,0
8361-LBRDI,6190,58,2,0,1,2,0,1,0,0,0,0,0
4883-KCPZJ,4386,22,2,0,1,2,0,1,0,0,0,0,0
9108-EQPNQ,3179,10,2,0,1,2,0,1,0,0,0,0,0
7277-KAMWT,3037,13,1,0,0,2,0,1,0,0,0,0,0
2545-LXYVJ,6317,72,1,0,0,2,0,1,0,0,0,0,0
3234-VKACU,4799,2,3,1,0,0,1,1,0,1,0,1,0
8917-FAEMR,3408,37,1,2,0,2,0,1,0,0,0,0,0
7047-YXDMZ,2366,21,1,2,0,0,0,1,0,0,0,0,0
6419-ZTTLE,3418,23,1,1,0,1,0,1,1,0,1,0,0
0929-HYQEW,2085,3,2,2,0,0,0,1,1,0,0,0,1
6614-YOLAC,4151,71,4,2,0,2,1,0,0,1,0,1,1
4065-JJAVA,5262,1,2,1,0,0,0,1,0,0,0,0,0
7649-SIJJF,6045,71,6,2,1,2,0,1,1,1,0,1,1
9361-YNQWJ,5887,64,2,0,1,1,0,1,1,0,0,0,0
3748-FVMZZ,2664,4,1,1,0,0,0,0,1,1,0,1,0
9391-TTOYH,5652,23,1,2,0,0,0,1,1,0,0,0,0
1452-XRSJV,3154,39,2,0,0,0,0,1,0,0,0,0,1
3422-WJOYD,5105,28,2,2,0,1,0,1,0,0,0,1,1
1352-VHKAJ,3773,27,4,0,1,0,1,1,0,1,0,1,0
2632-TACXW,4671,62,2,0,1,2,0,1,0,0,0,0,0
8146-QQKZH,4090,71,5,0,0,2,1,1,0,1,0,1,1
1767-CJKBA,6025,66,2,2,1,2,0,1,0,0,0,0,0
4581-LNWUM,3000,13,3,1,0,0,1,0,0,1,0,0,0
1915-OAKWD,2870,16,1,0,0,1,0,1,1,0,0,0,0
3354-OADJP,2237,8,2,0,0,1,0,1,0,0,0,1,1
0810-DHDBD,5806,52,5,0,1,1,1,1,0,0,0,1,1
4026-SKKHW,2166,3,1,2,0,0,0,1,1,0,0,1,0
2829-HYVZP,5696,29,1,2,0,1,0,1,1,0,0,0,0
3845-JHAMY,2069,16,1,0,0,0,0,0,1,1,0,0,0
7013-PSXHK,2047,40,5,2,1,1,1,1,1,1,0,1,0
3486-NPGST,2691,36,1,2,0,1,0,1,0,0,0,0,0
6100-FJZDG,2403,26,1,0,0,1,0,1,1,0,0,0,0
1730-VFMWO,4352,34,1,0,0,0,0,1,0,0,0,1,0
7143-BQIBA,3415,10,3,0,0,0,1,1,0,0,0,1,1
3800-LYTRK,4978,14,2,2,0,1,0,1,0,0,0,1,1
9646-NMHXE,2021,47,1,2,0,2,0,1,0,0,0,0,0
8883-GRDWQ,5090,20,2,2,0,1,0,1,0,0,1,1,1
7771-ZONAT,4574,22,3,0,0,2,1,0,0,1,0,1,0
2111-DWYHN,2810,1,1,2,0,0,0,1,0,0,0,0,0
4121-AGSIN,4455,58,2,0,1,1,0,1,1,0,0,0,0
0301-KOBTQ,3398,32,1,0,0,2,0,1,1,0,0,0,0
4367-NUYAO,4950,0,2,2,1,2,0,1,0,0,0,0,0
9170-ARBTB,4848,52,1,0,0,1,0,1,0,0,0,0,0
5832-TRLPB,4422,29,4,0,0,1,1,1,1,1,0,1,0
8590-YFFQO,5669,70,4,0,0,2,0,1,0,0,0,1,1
1338-CECEE,3877,41,5,0,1,1,1,1,0,0,0,0,0
4646-QZXTF,5928,7,5,0,0,0,1,1,0,1,0,1,1
6921-OZMFH,3598,5,2,2,1,0,0,1,1,0,0,1,0
9578-FOMUK,3965,15,2,1,1,0,0,1,1,0,0,0,0
4712-UYOOI,3402,20,1,1,0,0,0,1,0,0,0,0,0
8717-VCTXJ,5293,42,1,2,0,1,0,1,1,0,0,0,0
0971-QIFJK,4884,69,2,0,1,2,0,1,0,0,0,0,0
9397-TZSHA,5294,69,2,0,1,2,0,1,0,0,0,0,0
3391-JSQEW,2454,40,2,2,0,0,0,1,1,0,0,0,0
0343-QLUZP,5544,60,3,0,0,2,0,0,0,0,0,0,1
2176-LVPNX,4994,71,7,2,1,2,1,1,0,1,1,1,1
1271-UODNO,2380,39,2,0,1,2,0,1,1,0,0,1,0
8461-EFQYM,2997,38,2,1,1,1,0,1,1,0,0,0,0
1459-QNFQT,4031,70,4,0,0,2,1,0,0,1,0,1,1
3696-XRIEN,5258,50,6,0,1,1,1,1,1,1,0,1,1
0074-HDKDG,3807,25,4,0,0,1,0,1,1,0,0,0,1
8791-GFXLZ,4244,12,2,0,0,0,0,1,1,0,0,0,0
9330-DHBFL,2072,23,4,2,0,1,0,1,1,0,0,1,1
0098-BOWSO,3792,27,1,1,0,0,0,1,1,0,0,0,0
5859-HZYLF,4347,26,1,0,0,2,0,1,1,0,0,0,0
3156-QLHBO,4725,2,1,2,0,0,0,1,0,0,0,0,0
6621-NRZAK,5975,63,1,0,0,2,0,1,0,0,0,0,0
0831-JNISG,5406,71,1,2,0,2,0,1,0,0,0,0,0
0774-IFUVM,5942,11,4,0,1,0,1,1,1,0,0,0,1
3082-WQRVY,2962,14,1,2,0,1,0,1,0,0,1,0,0
9553-DLCLU,5407,13,7,0,1,2,1,1,0,1,0,1,1
1641-BYBTK,3478,6,1,2,0,0,0,1,1,0,0,0,0
2446-ZKVAF,5558,18,3,0,1,0,0,1,0,0,0,0,0
1430-SFQSA,3898,29,1,2,0,1,0,0,0,0,0,1,1
0411-EZJZE,4830,3,3,1,1,0,1,1,1,0,0,0,0
8807-ARQET,2454,41,2,1,0,0,0,0,1,1,0,0,0
8992-CEUEN,5084,1,1,1,0,0,0,1,0,0,0,0,0
4320-QMLLA,3481,7,2,2,0,0,1,1,0,0,0,0,0
8777-PVYGU,4405,52,4,2,0,1,1,1,1,0,0,0,1
8292-ITGYJ,3043,45,2,0,1,2,0,1,1,0,0,0,0
6870-ZWMNX,5115,70,5,0,1,2,1,1,0,0,0,1,0
0621-CXBKL,4116,53,1,2,0,2,0,1,0,0,0,0,0
9359-UGBTK,4910,67,4,0,0,1,0,1,1,1,0,1,1
4782-OSFXZ,5089,71,6,0,1,2,0,1,1,1,1,1,1
6479-OAUSD,2130,25,1,0,0,1,0,1,0,0,0,0,0
7129-ACFOG,2182,5,3,1,1,0,0,1,1,0,0,0,1
4189-NAKJS,3130,26,2,0,1,1,0,1,1,0,0,0,0
5562-BETPV,2539,1,1,2,0,1,0,1,0,0,0,0,0
1282-IHQAC,4022,70,3,0,0,1,1,0,1,0,1,0,0
6994-ORCWG,4423,14,3,2,1,1,0,1,1,0,0,0,0
2933-XEUJM,2007,46,6,2,1,2,1,1,0,1,0,0,1
4835-YSJMR,2202,39,1,0,0,2,0,1,1,0,0,1,0
3164-YAXFY,5594,57,4,1,0,0,1,0,1,1,0,0,1
7670-ZBPOQ,4411,58,3,0,1,1,0,1,1,0,0,1,1
8221-HVAYI,3945,35,5,0,1,2,0,1,1,0,0,1,1
5232-NXPAY,3459,47,4,2,0,2,1,1,0,1,0,1,0
8967-SZQAS,3185,14,2,1,0,0,0,1,0,0,0,0,0
4468-KAZHE,2399,20,3,1,0,0,0,1,1,1,1,0,0
0455-ENTCR,5012,66,6,1,1,2,1,1,0,1,0,1,1
8944-AILEF,2483,15,1,0,0,0,0,1,1,0,0,0,0
5542-NKVRU,2574,42,1,0,0,2,0,1,1,0,0,0,0
6789-HJBWG,5007,12,2,1,0,0,0,1,1,0,0,0,0
9087-EYCPR,6355,60,2,2,1,2,0,1,0,0,0,0,0
6791-YBNAK,4134,18,0,0,0,0,0,0,0,0,0,0,0
0013-MHZWF,5108,9,3,0,0,0,1,1,1,1,0,1,0
6980-IMXXE,5267,69,1,0,0,2,0,1,0,0,0,0,0
0040-HALCW,6393,54,1,0,0,2,0,1,0,0,0,0,0
0784-GTUUK,4811,62,2,0,1,1,0,1,1,0,0,0,0
2294-DMMUS,5057,62,4,0,1,0,1,1,1,1,0,0,0
0872-JCPIB,3921,17,4,0,1,0,0,1,0,1,0,0,1
3055-MJDSB,2323,9,0,2,0,0,0,0,1,0,0,0,0
9091-WTUUY,4226,64,4,2,0,2,1,1,0,0,0,1,1
7115-IRDHS,5065,72,2,0,1,2,0,1,0,0,0,0,0
9068-VPWQQ,6466,61,5,0,1,2,0,1,0,1,0,1,1
0384-RVBPI,2120,20,4,0,0,0,0,1,0,1,0,0,1
1299-AURJA,5907,70,2,0,1,2,0,1,0,0,0,0,0
2788-CJQAQ,3799,13,1,2,0,1,0,1,0,0,0,0,0
0319-QZTCO,3654,3,3,0,0,0,1,1,1,0,0,0,0
2120-SMPEX,3848,25,1,2,0,0,0,1,1,0,0,0,0
0096-FCPUF,5039,30,4,2,1,0,0,1,1,1,0,0,1
0668-OGMHD,3766,21,1,1,0,0,0,0,0,0,0,0,1
7617-EYGLW,5820,1,1,1,0,0,0,1,0,0,0,0,0
2226-ICFDO,6361,72,6,0,1,2,1,1,1,1,0,1,1
0723-VSOBE,5715,45,1,1,0,1,0,0,0,1,1,0,0
5529-GIBVH,2618,47,1,2,0,2,0,1,0,0,0,0,0
9992-UJOEL,5870,2,2,2,0,0,0,1,1,0,0,0,0
6625-UTXEW,3097,12,2,1,0,0,0,1,1,0,0,0,0
2612-PHGOX,4222,64,5,0,1,2,1,1,1,0,0,1,0
8780-IHCRN,4392,63,2,0,1,2,0,1,0,0,0,0,0
4598-ZADCK,5183,53,4,1,0,1,1,0,1,0,0,1,1
1257-SXUXQ,4573,5,1,2,0,0,0,1,0,0,0,0,0
5095-ETBRJ,4702,55,3,2,0,2,0,1,0,0,0,1,1
4821-WQOYN,4603,72,1,0,0,2,0,1,1,0,0,0,0
4730-AWNAU,3671,36,4,0,0,1,1,0,0,1,0,1,1
3452-FLHYD,5682,25,1,0,0,1,0,1,1,0,0,0,0
9531-NSBMR,4904,36,1,0,0,1,0,1,1,0,0,0,0
6260-ONULR,2438,1,3,2,0,0,1,1,1,1,0,0,0
8711-LOBKY,6144,59,1,2,0,2,0,1,0,0,0,0,0
8985-OOPOS,2900,1,4,0,0,1,1,1,0,1,0,1,0
2616-FLVQC,6036,64,1,2,0,2,0,1,0,0,0,0,0
9968-FFVVH,5082,63,5,0,1,1,0,1,0,0,0,1,1
3108-PCCGG,5856,72,7,0,1,2,1,1,0,1,1,0,1
8390-FESFV,5466,62,6,0,1,2,1,1,0,1,0,1,0
6248-TKCQV,5880,70,5,0,1,2,1,1,1,1,0,1,1
5989-OMNJE,5623,24,5,1,0,1,1,0,0,1,0,0,1
9795-SHUHB,5313,66,3,0,0,2,0,1,1,0,0,1,1
3230-IUALN,2934,45,5,2,0,2,1,1,1,1,0,1,1
0042-RLHYP,4131,69,1,0,0,2,0,1,0,0,0,0,0
4945-RVMTE,3354,28,3,0,0,0,1,1,1,0,0,0,0
1866-NXPSP,3235,36,5,2,0,1,0,1,1,1,0,1,1
3941-XTSKM,3844,42,3,0,0,1,0,0,1,1,0,0,0
1661-CZBAU,2667,48,4,0,1,1,0,1,1,1,0,1,1
5158-RIVOP,5359,11,1,0,0,2,0,1,0,0,0,0,0
9788-YTFGE,3331,7,1,2,0,0,0,1,1,0,0,0,0
9277-JOOMO,5756,3,2,2,1,0,0,1,0,0,0,0,0
1907-YLNYW,4490,8,4,1,0,0,0,1,1,1,0,0,1
3161-ONRWK,4053,60,4,0,0,1,0,1,1,0,0,1,1
0114-RSRRW,3831,10,1,0,0,0,0,1,1,0,0,0,0
4565-NLZBV,4015,71,2,0,1,2,0,1,1,0,0,0,0
6682-VCIXC,5656,43,3,0,0,1,1,0,1,0,0,1,1
6475-VHUIZ,5140,23,2,1,0,0,0,1,0,0,0,1,0
3910-MRQOY,5398,72,1,0,0,2,0,1,0,0,0,0,0
0661-WCQNQ,3733,22,2,0,0,1,0,1,1,0,0,1,1
7537-RBWEA,3513,1,0,2,0,0,0,0,1,0,0,0,0
4656-CAURT,6059,69,2,0,1,2,0,1,0,0,0,0,0
0121-SNYRK,5052,50,1,2,0,1,0,0,1,0,0,1,1
6265-FRMTQ,5363,31,1,0,0,2,0,1,0,0,0,0,0
1371-DWPAZ,4740,0,4,0,0,2,1,0,0,0,0,1,1
2017-CCBLH,3087,8,1,2,0,2,0,1,0,0,0,0,0
7690-KPNCU,4515,64,5,0,0,1,1,1,1,1,0,0,1
0536-BGFMZ,5145,28,1,2,0,0,0,1,0,0,0,0,0
5469-NUJUR,2831,19,1,2,0,2,0,1,1,0,0,0,0
2625-TRCZQ,5528,51,3,1,0,0,1,0,1,1,0,0,0
4102-HLENU,5441,67,5,2,1,2,0,1,0,0,0,0,1
7266-GSSJX,2606,11,1,1,0,0,0,1,1,0,0,0,0
7722-VJRQD,4147,72,4,0,0,2,1,0,0,1,0,1,1
7073-QETQY,4845,66,1,1,0,1,0,1,1,0,0,0,0
5624-RYAMH,4283,9,1,1,0,0,0,1,1,0,0,0,0
3084-DOWLE,6434,72,7,0,1,2,1,1,0,1,0,1,1
1084-MNSMJ,6261,51,6,0,0,2,1,1,0,1,0,1,1
5478-JJVZK,3009,33,4,2,1,0,0,1,1,0,0,0,1
7596-IIWYC,5250,27,1,0,0,2,0,1,1,0,0,0,0
4291-HPAXL,4840,1,1,2,0,0,0,1,0,0,0,0,0
8999-YPYBV,3403,45,6,2,0,2,1,1,1,1,0,1,1
1839-FBNFR,3032,39,1,0,0,2,0,1,1,0,0,0,0
3071-MVJCD,4162,72,6,0,1,2,1,1,0,0,0,1,1
1697-BCSHV,6433,58,4,0,1,0,1,1,1,0,0,0,0
0562-KBDVM,4442,70,3,0,0,2,0,0,1,0,0,1,1
4538-WNTMJ,3979,46,2,2,1,1,0,1,0,0,0,0,0
8060-HIWJJ,4934,64,6,0,1,2,1,1,0,1,0,1,0
7684-XSZIY,5160,72,2,0,1,2,0,1,0,0,0,0,0
9089-UOWJG,5068,12,3,0,0,0,1,1,1,0,0,0,0
8039-ACLPL,4505,72,5,0,0,2,0,1,0,1,0,0,1
1934-MKPXS,3636,33,1,0,0,1,0,1,0,0,0,0,0
2592-YKDIF,5774,1,1,2,0,0,0,1,0,0,0,0,0
3131-NWVFJ,5620,14,1,2,0,1,0,1,0,0,0,0,0
7521-YXVZY,4430,3,1,2,0,0,0,1,0,0,0,0,0
2373-NTKOD,3026,8,3,1,0,0,1,1,1,1,0,0,0
1970-KKFWL,2416,35,2,0,1,2,0,1,0,0,0,0,0
9337-SRRNI,6019,66,2,0,1,2,0,1,1,0,0,0,0
0895-UADGO,5489,8,2,2,0,2,0,0,1,1,0,1,1
4859-ZSRDZ,4080,58,3,0,0,2,1,0,1,1,0,1,0
5651-WYIPH,3283,18,2,0,0,0,0,1,1,0,1,0,0
3498-LZGQZ,6373,63,1,2,0,2,0,1,1,0,0,0,0
7560-QRBXH,3396,48,1,2,0,1,0,1,0,0,0,0,0
7077-XJMET,5426,12,4,1,0,0,1,1,1,1,0,1,0
4652-ODEVH,3586,45,2,2,1,2,0,1,0,0,0,0,0
6510-UPNKS,4402,23,2,0,1,1,0,1,0,0,0,0,0
6718-BDGHG,4000,43,3,0,1,1,1,1,1,0,0,1,0
9046-DQMTP,5876,35,1,0,0,0,0,1,0,0,0,0,0
6439-LAJXL,2452,9,4,2,0,0,1,1,1,0,0,1,1
1666-JZPZT,5428,27,2,2,1,0,0,1,0,0,0,0,0
5777-KJIRB,2449,40,2,2,0,1,0,1,1,0,0,0,0
7677-SJJJK,3152,8,1,0,0,1,0,1,0,0,0,0,0
7055-HNEOJ,2662,3,2,2,0,0,0,1,1,0,0,1,0
8445-DNBAE,5523,1,2,1,1,0,0,1,1,0,0,0,0
2958-NHPPS,4263,23,1,1,0,0,0,1,0,0,0,0,0
6806-YDEUL,3288,6,1,0,0,0,0,1,0,0,1,0,0
1735-XMJVH,5416,8,1,2,0,0,0,1,1,0,0,0,0
6890-PFRQX,4466,18,5,2,1,0,1,1,0,0,0,0,1
0222-CNVPT,4865,52,3,0,0,0,1,0,1,1,1,0,1
8681-ICONS,4667,29,1,2,0,0,0,1,1,0,0,0,0
9824-QCJPK,4175,36,1,2,0,1,0,1,0,0,0,0,0
4283-IVYCI,3013,9,3,2,0,0,0,1,0,1,0,1,1
8205-MQUGY,3582,12,2,1,0,0,0,1,1,0,0,0,1
8970-ANWXO,3483,23,4,2,1,1,1,1,1,1,0,1,0
6979-TNDEU,2879,8,1,2,0,0,0,1,0,0,0,0,0
5067-DGXLL,5736,2,1,2,0,0,0,1,0,0,0,0,0
6281-FKEWS,3910,44,3,1,0,1,1,0,1,1,0,0,0
8898-KASCD,3752,39,1,2,0,1,0,0,0,0,0,1,0
9242-TKFSV,4969,72,5,0,0,2,1,0,1,1,0,1,1
0743-HNPFG,5628,51,4,0,0,1,0,1,1,1,0,1,1
8695-WDYEA,4483,1,2,2,0,0,0,1,0,0,0,0,1
6543-JXSOO,3794,23,3,2,0,1,0,1,1,0,0,1,1
8016-ZMGMO,5572,66,5,0,1,1,1,1,1,0,1,0,0
8605-ITULD,5750,1,1,2,0,0,0,1,0,0,0,0,0
3195-TQDZX,4050,3,1,1,0,0,0,1,1,0,0,0,0
7041-TXQJH,5924,37,2,0,0,0,0,0,1,1,0,0,0
5014-GSOUQ,2884,13,1,2,0,2,0,1,0,0,0,0,0
5724-BIDBU,5601,49,3,1,1,1,0,1,1,0,0,0,1
8819-WFGGJ,4601,68,4,0,0,2,1,0,1,1,0,0,1
7427-AUFPY,5708,54,1,0,0,2,0,1,0,0,0,0,0
7898-PDWQE,5228,71,6,0,1,2,0,1,0,1,0,1,1
9972-EWRJS,5154,67,1,0,0,2,0,1,1,0,0,0,0
5799-JRCZO,4370,63,1,0,0,2,0,1,0,0,0,0,0
1921-KYSAY,4572,41,4,1,1,1,0,1,1,1,0,1,0
1925-GMVBW,5967,5,1,0,0,0,0,1,0,0,0,0,0
6184-DYUOB,2941,3,1,2,0,0,0,1,1,0,0,0,0
9207-ZPANB,5042,37,5,1,1,1,0,1,0,0,0,1,1
9327-QSDED,3266,8,1,2,0,0,0,1,0,0,0,0,0
3012-VFFMN,4058,7,1,2,0,0,0,1,0,0,0,0,0
0640-YJTPY,4974,72,1,0,0,2,0,1,0,0,0,0,0
8096-LOIST,3384,19,2,1,0,0,0,1,1,1,0,0,0
9764-REAFF,4375,59,1,0,0,2,0,1,0,0,0,0,0
7107-UBYKY,4194,35,2,1,1,0,0,1,1,0,0,0,0
4881-GQJTW,2847,14,1,0,0,0,0,1,0,0,0,0,0
7876-DNYAP,5423,69,1,0,0,2,0,1,0,0,0,0,0
7905-NJMXS,5116,7,4,1,1,0,0,1,0,0,1,1,1
2882-WDTBA,5839,69,5,0,0,2,1,1,1,0,0,1,1
2091-GPPIQ,5050,72,5,1,1,2,1,1,1,1,0,1,0
5071-FBJFS,3147,4,2,1,0,0,0,1,0,0,0,0,1
2429-AYKKO,4790,72,1,0,0,2,0,1,0,0,0,0,0
9798-OPFEM,4791,46,1,1,0,2,0,1,1,0,0,0,0
3794-NFNCH,4715,30,2,2,0,0,0,1,1,0,0,0,0
7114-AEOZE,6213,60,1,0,0,2,0,1,0,0,0,0,0
6518-KZXCB,3403,22,2,2,1,2,0,1,0,0,0,0,0
2245-ADZFJ,3491,31,5,0,1,2,1,1,0,1,0,1,0
9313-QOLTZ,5895,26,1,2,0,0,0,1,0,0,0,0,0
4672-FOTSD,4334,12,4,1,1,0,0,1,1,0,0,1,1
9818-XQCUV,5994,2,1,2,0,0,0,1,0,0,0,0,0
7338-ERIVA,4003,39,2,0,0,1,1,0,0,0,0,1,1
8259-NFJTV,5996,7,1,2,0,0,0,0,0,0,0,1,1
4751-ERMAN,4171,72,5,0,0,2,1,1,1,1,0,0,0
1436-ZMJAN,2709,10,4,0,0,0,1,1,1,1,0,0,0
0799-DDIHE,3103,15,1,1,0,0,0,1,0,0,0,0,0
3070-FNFZQ,4698,23,1,0,0,2,0,1,0,0,0,0,0
2812-SFXMJ,4221,1,1,2,0,0,0,1,0,0,0,0,0
5312-TSZVC,4818,15,1,2,0,1,0,1,0,0,0,0,0
0993-OSGPT,6418,68,3,0,0,1,0,1,1,0,1,1,0
7108-DGVUU,2784,21,5,0,1,1,0,1,0,1,1,0,0
2782-JEEBU,3378,21,1,2,0,0,0,0,1,0,0,1,0
5127-BZENZ,4775,56,4,0,1,1,1,1,0,0,0,0,1
2720-FVBQP,3061,6,2,0,1,0,0,1,1,0,0,0,0
9906-NHHVC,5693,65,4,0,0,2,1,0,1,1,1,0,0
4522-XRWWI,4397,42,5,0,1,1,1,1,0,1,0,1,1
5939-SXWHM,2111,48,2,0,1,2,0,1,0,0,0,0,0
7351-KYHQH,4615,7,4,1,0,0,1,1,1,0,1,0,0
7643-RCHXS,4566,63,1,1,0,2,0,1,0,0,0,0,0
8246-SHFGA,2842,17,1,0,0,0,0,1,0,0,0,0,0
0620-XEFWH,5279,4,1,2,0,0,0,1,0,0,0,0,0
6485-QXWWE,4535,62,2,0,1,2,0,1,0,0,0,0,0
7552-KEYGT,4430,27,1,0,0,2,0,1,0,0,0,0,0
5816-JMLGY,6367,70,5,0,0,2,1,1,1,1,0,1,0
7941-RCJOW,4309,65,1,0,0,2,0,1,1,0,0,0,0
2387-KDZQY,2185,17,1,2,0,1,0,1,1,0,0,0,0
3399-BMLVW,4994,51,3,0,0,2,0,1,0,0,0,1,1
1971-DTCZB,6091,72,7,0,1,2,1,1,1,1,0,1,1
3374-PZLXD,4136,34,1,2,0,0,0,1,0,0,0,0,0
3813-DHBBB,6395,67,3,0,0,2,0,0,1,1,0,1,1
2812-REYAT,5579,49,1,0,0,1,0,1,1,0,0,0,0
6518-PPLMZ,4497,53,1,2,0,2,0,1,1,0,0,0,0
4939-KYYPY,4818,27,3,1,1,0,0,1,0,0,0,1,0
5930-GBIWP,5286,69,6,0,1,2,0,1,1,1,0,1,1
6022-KOUQO,4998,2,0,0,0,0,0,0,0,0,0,1,0
2361-UPSND,5433,46,4,2,0,1,0,1,0,1,0,1,1
9504-DSHWM,5924,20,3,0,1,0,0,1,0,0,0,1,1
3533-UVMOM,5036,68,5,0,0,2,0,1,0,1,0,0,1
1478-VPOAD,4633,1,1,1,0,0,0,1,0,0,0,0,0
9995-HOTOH,5639,63,5,1,0,2,1,0,0,1,0,0,1
2988-PLAHS,2754,3,4,1,0,1,1,1,1,1,0,0,0
1371-OJCEK,4200,48,2,0,1,1,0,1,0,0,0,0,0
4999-IEZLT,5112,66,0,0,0,1,0,0,0,0,0,1,0
2351-RRBUE,3575,7,1,2,0,1,0,1,0,0,0,0,0
5980-BDHPY,5993,72,7,0,1,2,1,1,1,1,0,1,1
1498-DQNRX,2712,29,1,2,0,0,0,1,0,0,0,0,0
