Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,CLTV,Total Extra Services
0,0,1,1,51,1,1,0,0,1,0,0,1,1,1,1,5692,4
1,0,1,1,3,1,0,1,1,0,0,1,0,0,0,1,4648,4
1,0,0,0,29,1,0,1,1,0,1,0,0,1,1,1,5198,3
1,0,0,1,27,1,0,0,0,0,0,0,0,2,0,0,4052,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4193,0
0,0,1,1,71,1,0,0,0,1,0,0,0,2,0,1,5841,2
0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3288,1
0,0,0,1,46,1,1,0,0,1,1,0,0,0,1,0,5756,3
0,0,1,1,68,1,1,1,0,1,1,1,1,2,1,0,6391,6
0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,4462,1
0,0,0,1,70,1,1,1,1,0,1,0,0,2,0,1,5265,4
1,1,1,1,66,1,1,1,1,1,1,1,1,1,1,1,4578,7
0,0,1,0,70,1,1,1,0,0,0,0,1,1,0,0,6316,4
1,0,0,0,19,1,0,0,0,0,0,0,0,2,1,2,2831,1
1,0,1,1,53,1,1,0,0,0,0,0,0,2,0,0,5794,2
1,0,1,1,68,0,0,1,1,1,1,0,1,2,1,2,4556,4
0,0,0,0,69,1,0,1,0,1,1,1,1,2,1,0,4631,5
0,0,1,0,72,1,1,1,1,1,1,1,1,2,1,0,5197,7
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5318,0
0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,1,2064,1
0,0,0,0,70,1,1,1,1,1,0,1,1,2,1,2,4240,7
1,0,1,0,22,1,1,1,0,0,1,1,0,0,0,0,3207,4
1,0,0,0,64,1,0,0,0,0,0,0,0,2,0,2,6036,1
1,0,1,1,24,1,1,0,0,0,0,0,0,2,0,2,5865,2
0,0,1,1,56,1,1,1,0,1,1,1,1,0,1,2,5012,6
0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,5379,1
1,0,0,1,39,1,1,0,0,0,0,0,0,1,0,0,5986,2
1,0,0,0,10,1,0,0,0,0,0,0,0,1,0,2,5039,1
1,0,0,0,26,1,0,0,1,0,0,1,0,0,1,1,3178,3
1,1,0,0,33,1,1,0,0,0,0,0,0,1,1,0,5756,2
0,0,1,1,71,1,0,1,0,1,0,1,1,2,0,0,5097,5
1,0,1,1,68,1,0,1,1,1,0,1,1,2,1,0,5795,6
0,0,1,0,21,1,1,0,0,0,0,1,1,0,1,1,2058,4
1,0,1,1,26,1,0,0,0,0,0,0,0,2,1,0,4347,1
1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,5169,1
1,0,1,1,71,1,1,1,0,0,0,1,0,1,1,1,4756,4
1,0,1,1,63,1,1,0,0,0,0,0,0,2,0,0,4392,2
1,0,1,0,71,1,0,0,1,0,1,1,1,2,1,0,5124,4
0,0,0,0,16,1,1,0,0,0,0,0,1,0,1,0,3214,3
0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,4222,1
0,0,0,1,41,1,1,0,1,0,0,1,0,0,1,0,5984,4
0,0,1,1,18,1,0,0,0,0,0,0,0,0,1,2,2429,1
0,0,1,1,42,1,0,0,0,0,0,0,0,2,0,2,3413,1
1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,5323,2
1,1,1,1,68,1,0,0,0,0,0,0,0,1,0,0,5443,1
0,1,1,0,34,1,0,0,0,1,1,1,0,1,0,0,2225,3
1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,4841,1
0,1,0,0,26,1,0,0,0,0,0,0,1,0,1,1,4509,2
1,0,0,0,6,1,0,0,0,0,1,0,0,0,1,0,5552,1
1,0,1,1,72,1,0,0,0,0,0,0,0,2,0,1,5809,1
0,0,1,1,63,1,0,0,0,0,0,0,0,2,0,0,5975,1
1,0,1,0,3,1,1,0,0,0,0,0,0,0,1,2,5587,2
1,0,0,0,54,1,1,1,0,1,1,1,1,2,0,0,5418,6
0,1,0,0,41,1,0,0,0,1,1,1,1,1,1,0,2227,4
1,0,0,0,14,1,0,0,0,0,0,0,0,1,0,2,2400,1
0,0,1,1,58,1,0,0,0,0,0,0,0,2,0,0,4424,1
1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,2019,1
1,0,1,1,61,1,0,0,0,0,0,0,0,1,0,2,5897,1
1,1,1,0,56,1,0,1,1,1,1,1,1,2,1,0,6500,6
1,0,1,0,59,0,0,0,0,0,0,1,1,0,1,1,5905,2
0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,4504,3
1,1,1,0,29,1,0,1,0,1,0,0,1,1,0,0,3553,4
1,0,0,0,17,1,0,1,1,0,0,0,0,1,0,2,5025,3
1,0,0,0,68,1,1,1,1,0,1,1,1,2,1,0,4280,6
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4370,1
0,0,0,0,25,1,0,0,0,0,0,0,0,1,0,0,3048,1
1,0,1,1,23,1,0,1,0,0,1,0,0,1,0,0,4021,2
0,0,1,1,48,1,0,1,1,1,0,0,1,2,1,0,5476,5
1,0,1,0,44,1,1,1,0,1,0,0,0,0,1,0,2770,4
1,0,0,0,6,1,0,1,1,0,0,0,0,0,1,1,4093,3
1,0,1,1,68,1,1,0,0,0,0,0,0,2,1,0,5440,2
1,0,1,0,61,1,1,1,0,1,1,0,1,2,0,0,6466,5
1,0,1,1,48,1,1,0,0,0,0,0,0,2,0,0,2111,2
0,0,0,0,52,1,1,0,0,1,1,1,1,2,1,0,4924,5
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,5387,1
0,0,1,0,62,1,1,1,1,1,1,1,1,2,0,2,6193,7
0,0,0,0,70,1,0,0,0,0,0,0,0,1,0,0,6072,1
0,0,1,1,72,1,1,0,0,0,0,0,0,2,0,0,5611,2
0,0,1,1,26,1,0,0,0,0,0,0,0,2,0,0,4184,1
0,0,1,0,51,1,1,0,1,0,1,1,1,1,1,0,5408,5
1,0,1,0,34,1,1,0,0,1,0,1,1,0,0,1,5891,5
1,0,1,1,37,1,0,0,0,0,0,0,0,1,0,0,5137,1
0,0,1,0,57,1,1,1,0,0,0,1,1,0,1,1,5106,5
0,1,0,0,65,0,0,0,1,1,0,1,1,2,1,0,5693,4
0,0,0,0,12,0,0,0,1,1,1,1,1,1,0,1,3740,4
0,1,1,1,57,1,0,0,1,1,1,1,0,0,1,0,4912,4
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,5504,1
1,0,1,0,61,1,1,0,1,1,0,1,1,2,0,0,4161,6
1,0,0,0,65,1,1,1,0,0,1,0,1,1,0,1,5774,4
0,0,1,1,13,1,0,1,0,0,1,0,0,1,0,0,4977,2
1,0,0,0,16,1,1,0,1,1,0,0,1,0,1,0,3360,5
1,1,1,0,36,1,0,0,0,1,1,0,0,1,0,0,4017,2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3129,1
0,0,0,0,46,1,1,1,1,0,0,0,0,0,0,2,3509,4
1,0,0,0,39,1,1,0,1,0,0,0,0,1,0,0,4104,3
1,1,0,0,32,1,0,0,0,0,0,0,0,1,0,0,3836,1
1,0,1,1,47,1,1,0,1,0,0,0,0,0,0,1,2320,3
0,0,0,0,12,1,1,1,0,0,0,0,0,0,1,1,5906,3
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2483,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5057,1
0,0,0,0,53,1,1,1,1,1,0,1,0,1,0,2,4635,6
1,0,0,0,68,1,1,1,1,1,0,0,1,1,0,0,5395,6
1,0,1,0,66,1,1,1,1,1,1,0,0,2,0,2,4454,5
1,0,1,1,38,1,0,0,0,0,0,0,0,0,0,1,3854,1
1,0,1,0,44,1,0,0,0,0,0,0,0,1,1,0,3093,1
0,0,0,0,56,1,1,1,1,0,0,1,1,0,1,0,5056,6
1,0,1,1,72,1,1,1,1,1,0,1,1,2,1,0,4419,7
0,0,1,1,72,1,1,1,1,1,1,1,1,2,1,0,6252,7
0,1,1,0,65,1,0,0,1,1,1,1,1,2,1,0,4872,5
0,0,1,0,46,0,0,0,0,0,0,1,1,0,1,1,4818,2
0,0,1,0,64,1,1,0,0,0,0,0,0,2,0,0,5538,2
0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,1,2907,1
1,0,0,0,9,1,0,0,0,0,1,1,0,0,0,1,4754,2
0,0,1,1,3,1,1,0,1,1,0,1,0,0,1,0,2301,5
1,0,1,0,30,1,0,0,0,1,0,0,0,0,1,2,4715,2
1,0,1,0,72,0,0,1,1,1,1,0,1,2,1,0,4556,4
0,1,1,1,48,1,0,1,0,1,1,1,1,0,1,1,3847,5
1,0,0,0,3,1,0,0,1,1,1,1,1,0,1,1,5653,5
0,1,1,0,54,1,1,1,1,1,1,1,1,1,1,0,4337,7
1,1,0,0,19,1,0,1,0,0,0,0,1,0,1,1,4447,3
1,0,1,1,68,1,1,1,1,1,0,1,1,2,1,1,4108,7
1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,1,3545,2
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4148,1
1,0,1,1,29,1,1,1,0,0,1,1,0,1,0,0,4459,4
0,0,1,1,36,0,0,1,0,1,1,0,0,2,0,0,2564,2
1,0,0,0,16,1,0,0,0,0,1,0,0,0,1,2,3446,1
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,2650,2
0,0,0,0,70,1,1,1,1,1,1,1,1,2,0,0,5150,7
1,0,0,0,22,1,1,0,0,0,0,0,0,0,1,0,3534,2
0,0,1,0,34,1,1,0,0,0,0,0,0,0,0,1,3421,2
0,0,1,0,37,1,0,0,0,0,0,0,0,1,1,0,5707,1
1,0,1,1,9,1,0,0,0,0,0,0,0,2,0,2,4406,1
0,0,1,0,23,1,1,0,0,1,0,0,1,0,0,2,5110,4
0,1,0,0,45,0,0,0,0,0,0,0,1,1,0,1,5715,1
0,0,1,0,18,1,0,0,0,1,1,0,0,1,1,0,4948,2
1,0,0,0,43,1,0,0,0,0,0,0,0,2,0,2,4871,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5368,1
0,0,0,0,7,1,0,1,0,0,0,0,1,1,1,1,4770,3
1,0,1,0,34,0,0,1,0,0,0,0,0,1,0,0,4697,1
0,0,1,0,64,1,1,1,0,1,1,1,1,2,1,0,5472,6
0,0,0,0,46,1,1,0,0,1,0,1,1,1,1,1,4883,5
0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,5998,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2152,1
1,0,0,0,38,1,0,0,0,0,0,0,0,0,1,0,4591,1
0,0,1,0,70,1,1,1,0,0,1,1,1,2,1,0,5880,5
0,0,1,0,58,1,1,1,1,0,1,1,1,2,1,0,4935,6
0,0,1,0,62,1,0,1,0,1,1,1,1,1,1,1,5905,5
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2507,1
1,0,0,0,51,1,1,0,0,0,0,0,1,0,0,0,4191,3
0,0,1,1,55,1,1,1,1,0,1,1,0,1,1,0,5011,5
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,3929,1
1,0,0,1,19,1,0,0,0,0,0,0,0,2,0,0,2654,1
0,0,1,1,72,1,1,1,1,1,1,0,1,2,1,0,4390,6
1,0,0,0,4,0,0,0,0,0,1,0,1,0,1,1,2664,1
1,1,0,0,32,1,1,0,0,1,0,0,0,0,1,0,2143,3
1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,2847,1
1,0,1,0,71,1,0,0,0,0,0,0,0,1,0,1,4837,1
0,0,1,1,58,1,0,0,1,1,0,1,0,0,1,1,6423,4
0,0,0,0,36,1,1,1,0,1,1,1,1,1,1,0,4844,6
1,0,1,0,71,1,1,0,0,1,0,1,1,1,1,0,5101,5
0,0,1,0,56,1,0,1,1,1,0,1,1,1,1,0,4196,6
1,0,0,1,29,0,0,1,1,1,1,0,0,0,1,2,3290,3
1,0,0,0,27,1,0,0,0,0,0,0,0,2,0,0,2176,1
0,0,0,0,56,1,1,0,1,1,0,1,1,1,1,1,6161,6
0,0,1,0,8,1,1,0,0,0,1,0,1,0,1,1,4969,3
0,0,0,0,67,1,0,1,0,1,1,0,1,1,1,0,4910,4
0,0,0,0,10,0,0,0,0,0,1,0,0,2,1,2,3180,0
0,1,0,0,54,1,1,0,1,0,1,1,0,1,0,2,4277,4
0,0,0,0,69,1,1,1,1,0,1,0,0,2,1,2,5059,4
1,0,0,0,54,1,0,1,0,1,1,0,0,1,0,1,4154,3
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,2,5949,1
0,0,1,1,43,1,1,0,0,1,0,1,1,0,1,0,3280,5
1,0,1,0,71,1,1,1,1,1,1,1,1,2,0,1,5633,7
0,0,1,1,12,1,0,0,0,1,0,1,0,0,1,0,5068,3
0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,2,2910,1
1,1,1,0,8,1,0,0,0,1,1,0,1,0,1,0,4537,3
0,0,1,1,37,1,1,0,1,0,0,1,0,0,1,1,3746,4
0,0,0,0,69,1,1,0,1,1,1,1,1,2,1,0,4803,6
1,0,1,1,29,0,0,1,1,1,1,0,1,1,1,0,5138,4
0,0,0,0,71,1,0,1,1,1,1,1,0,2,0,0,4846,5
1,1,1,0,15,1,1,1,0,1,0,1,0,0,1,1,2394,5
1,1,1,0,27,1,0,0,0,0,0,0,0,0,1,1,2534,1
0,0,1,0,72,1,1,1,1,1,1,1,1,2,1,0,6469,7
1,0,1,1,53,1,1,0,0,1,1,1,1,1,1,2,5052,5
1,0,1,0,57,1,1,1,1,1,1,1,0,0,1,1,5586,6
0,0,1,0,0,1,0,1,1,1,0,1,1,2,0,2,2048,6
1,0,0,0,49,1,0,0,0,0,0,0,0,2,1,0,5240,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3007,2
0,1,0,0,52,1,1,1,0,1,0,0,0,2,0,0,5085,4
1,0,1,0,35,1,1,0,0,0,1,1,0,0,1,0,3617,3
1,0,0,0,72,0,0,1,1,1,1,1,1,2,1,0,4921,5
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,0,5949,7
0,0,0,1,34,1,0,1,1,1,0,1,1,0,1,0,5432,6
0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,5184,1
1,1,1,0,64,1,1,0,0,0,0,0,0,2,0,0,6469,2
0,0,0,0,34,1,0,1,1,0,0,0,0,1,0,2,4027,3
0,1,1,0,56,1,1,0,0,0,1,0,0,0,1,0,6035,2
1,0,1,1,35,1,1,0,1,1,1,1,1,0,1,1,5721,6
1,0,1,1,30,1,1,0,1,0,1,0,0,0,1,0,3558,3
1,0,1,1,61,1,1,0,0,1,0,1,1,1,1,1,5641,5
0,0,0,0,48,1,1,1,1,1,0,1,1,1,1,0,4250,7
1,0,1,1,8,1,0,0,0,0,0,0,0,1,1,2,4184,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5854,1
1,0,0,0,24,0,0,1,0,0,1,0,0,2,0,2,5531,1
0,1,0,0,5,1,0,1,1,0,1,0,0,0,0,0,3662,3
0,0,1,1,72,1,0,1,1,1,1,1,1,2,1,0,4183,6
0,0,0,0,36,1,0,1,1,1,1,1,0,1,1,2,4771,5
0,0,0,0,58,1,1,1,0,0,0,0,0,0,1,0,5709,3
1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,5806,3
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,2,4943,1
1,0,1,0,11,1,0,0,0,0,0,0,0,1,1,2,3971,1
1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,1,3677,1
0,0,0,0,24,1,1,0,1,1,0,1,1,0,1,1,5813,6
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,1,4699,1
0,0,1,0,58,1,1,1,0,1,1,1,1,2,1,1,5724,6
0,0,0,0,38,1,1,0,1,0,1,0,1,0,0,0,3371,4
0,0,1,0,70,1,0,1,1,1,1,0,1,1,0,0,6325,5
1,0,0,0,38,1,0,1,1,0,1,1,0,1,0,2,4993,4
1,1,1,0,69,1,1,1,0,1,1,1,1,1,1,2,4887,6
1,0,1,0,50,1,1,0,0,0,1,1,1,1,0,1,6479,4
1,0,1,1,18,0,0,0,1,1,0,1,0,1,0,0,4003,3
0,0,1,1,67,1,0,0,0,0,0,0,0,2,1,0,5154,1
0,0,1,1,52,1,1,0,1,1,0,1,0,1,1,0,4415,5
0,0,1,0,34,1,1,0,0,1,0,1,1,0,1,1,3744,5
0,0,0,0,54,0,0,1,0,0,1,0,1,1,0,0,6205,2
1,0,0,0,71,1,0,0,0,0,0,0,0,2,1,0,5308,1
1,0,0,0,23,1,0,0,0,0,0,1,1,1,1,0,3314,3
1,0,1,0,20,1,0,1,0,0,1,0,1,1,1,2,5969,3
1,1,0,0,24,1,1,0,1,0,0,0,0,0,1,1,4422,3
0,0,1,0,46,1,0,0,0,0,0,0,0,2,1,2,5480,1
0,0,1,1,22,1,1,0,0,0,0,0,0,2,0,0,4386,2
1,0,1,1,66,1,1,0,0,0,0,0,0,2,1,0,5617,2
0,0,1,1,24,1,1,1,0,1,0,1,1,2,0,0,2939,6
0,0,1,0,16,1,1,1,1,1,0,0,0,0,0,1,4839,5
0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,5097,0
1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,2842,1
0,0,0,0,38,1,1,0,0,1,1,1,1,0,1,1,2511,5
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,4270,1
0,0,1,1,28,1,1,0,0,0,1,0,1,1,1,1,5823,3
1,0,1,0,50,1,1,0,0,1,1,1,0,1,1,1,4706,4
1,0,1,0,60,1,1,1,0,1,1,1,1,0,1,0,4350,6
1,0,1,0,61,1,1,0,1,1,1,1,1,0,1,1,5239,6
1,0,0,0,50,1,1,1,1,1,1,1,1,1,0,0,5068,7
1,0,1,0,70,1,1,1,0,1,1,0,1,2,0,0,6252,5
0,0,1,1,18,1,0,0,0,0,0,0,0,2,0,2,2269,1
1,0,0,0,11,1,0,0,1,0,0,0,0,0,1,2,4278,2
0,0,0,0,36,1,1,0,1,0,1,0,1,1,1,2,3566,4
1,0,0,0,60,1,1,0,0,1,0,1,0,2,1,1,5874,4
0,0,0,0,52,0,0,1,1,0,1,0,0,2,0,2,4247,2
0,1,1,0,46,1,1,0,0,0,1,1,1,1,0,1,5453,4
0,0,0,0,11,1,0,0,0,0,0,1,1,0,1,1,2775,3
0,0,1,0,48,1,1,1,0,0,1,0,0,1,1,0,4077,3
1,0,0,0,25,1,0,0,0,0,0,0,0,2,1,2,5161,1
0,0,0,0,5,1,1,0,0,1,1,0,0,0,1,1,5269,3
0,0,1,1,68,1,1,1,1,1,0,1,0,1,1,0,4156,6
0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4391,1
1,0,0,0,51,1,1,1,0,0,1,0,0,1,0,0,5233,3
1,0,0,0,40,1,0,1,1,0,1,0,0,0,1,2,2520,3
0,0,0,0,43,1,0,0,0,0,0,0,0,2,1,0,3678,1
1,0,0,0,29,1,1,0,1,1,0,0,1,1,0,0,2064,5
1,0,0,0,37,1,1,1,1,1,1,0,0,1,0,1,5042,5
1,0,0,0,54,1,1,0,1,0,0,0,0,0,1,0,5166,3
1,0,1,0,17,1,1,0,1,0,0,0,0,0,1,0,3591,3
0,0,1,1,9,1,0,0,0,0,1,0,0,0,1,1,4843,1
0,0,1,0,68,1,1,1,0,0,1,0,0,1,0,0,4620,3
1,0,1,1,9,1,0,0,0,1,1,1,1,0,0,1,4171,4
1,0,0,0,52,1,1,0,1,1,0,1,1,0,1,1,5432,6
0,0,0,0,48,1,0,0,1,0,0,0,0,1,0,1,3345,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,5441,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,5523,2
1,0,0,0,4,1,0,0,0,1,0,0,1,0,0,1,3653,3
1,0,1,0,33,1,0,0,0,0,0,0,0,1,0,2,5212,1
0,1,1,0,20,1,0,0,0,0,0,1,1,1,1,0,3748,3
1,1,1,0,30,1,1,0,0,0,1,1,1,0,1,1,4828,4
1,0,1,1,71,1,1,0,0,0,0,0,0,2,0,0,5574,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5526,1
0,0,1,0,47,1,1,0,0,0,0,0,0,1,0,1,2382,2
1,0,1,0,63,1,0,1,1,1,1,1,1,2,1,0,6216,6
0,0,1,0,67,1,1,1,1,1,0,0,1,1,0,2,4931,6
0,0,1,1,8,1,0,0,0,0,1,1,1,0,1,1,3123,3
1,1,1,0,72,0,0,1,1,1,1,1,1,2,1,0,5295,5
1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,5868,1
0,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,5586,1
0,0,1,0,69,1,1,0,0,0,0,0,0,1,1,1,5418,2
0,0,0,1,21,0,0,1,1,1,1,1,0,2,0,2,3461,4
0,0,1,0,59,1,1,1,1,1,0,1,1,1,1,0,5186,7
1,0,1,0,67,1,0,1,1,1,0,1,1,2,0,0,4219,6
1,0,1,0,16,1,1,0,0,0,0,0,0,0,1,1,5432,2
1,1,0,0,69,1,1,1,0,1,1,0,1,2,0,0,4204,5
1,0,0,0,33,1,0,0,1,1,0,1,0,0,1,0,3843,4
1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,2,2787,1
0,0,1,0,64,1,0,0,1,1,1,0,1,2,1,2,5425,4
1,0,1,1,43,1,0,0,0,0,0,0,0,1,1,2,5594,1
1,0,1,0,64,1,1,1,1,1,0,0,0,1,0,0,5519,5
1,0,1,0,9,1,0,0,0,1,0,1,1,0,1,2,4900,4
1,0,1,1,69,1,0,0,0,0,0,0,0,2,0,0,5463,1
0,1,0,0,7,1,0,0,1,0,0,0,0,0,1,2,3660,2
1,0,1,0,22,1,0,1,1,0,1,1,1,0,1,1,2429,5
0,0,0,0,36,1,0,0,0,0,0,0,0,1,1,0,4904,1
1,0,0,1,39,1,1,0,0,0,1,1,1,2,0,2,3124,4
1,0,0,0,6,1,0,0,1,0,0,1,0,0,0,1,2393,3
0,1,0,0,20,1,0,0,0,0,0,1,0,0,0,0,3111,2
0,0,0,0,29,1,1,0,1,0,0,0,0,1,1,1,5481,3
1,0,0,0,39,0,0,0,0,0,1,0,1,0,1,1,4436,1
0,0,0,0,61,1,1,0,1,1,1,1,1,2,0,0,4730,6
0,1,1,0,72,1,1,1,0,1,1,1,1,2,1,2,6010,6
1,0,0,0,13,1,0,0,0,0,0,0,0,2,0,0,3037,1
1,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,3152,1
0,0,1,0,7,1,0,0,0,0,0,0,0,0,1,0,2551,1
0,0,1,1,46,0,0,1,1,0,0,0,0,0,0,0,4829,2
0,0,0,0,53,0,0,1,1,1,1,1,0,1,1,1,5183,4
0,1,1,0,72,1,1,0,1,1,0,1,1,1,0,0,6423,6
1,0,1,1,28,1,1,0,1,0,0,0,1,0,0,1,2434,4
0,0,1,1,54,1,1,0,1,1,1,1,1,0,1,1,6275,6
1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3027,1
1,0,0,0,8,1,1,0,0,0,0,1,0,0,1,1,3003,3
1,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,2037,2
0,0,0,0,10,1,0,0,0,1,1,0,0,0,0,1,2253,2
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2051,1
1,0,0,0,14,0,0,0,0,1,1,1,1,0,1,1,4900,3
0,0,0,0,30,1,1,1,0,1,0,1,1,1,1,0,2655,6
0,0,1,1,6,0,0,0,1,1,1,0,0,2,0,2,2866,2
0,0,1,1,22,1,0,0,0,0,0,0,1,0,1,1,4732,2
1,0,0,0,51,1,1,0,0,0,0,0,0,2,0,2,5080,2
1,1,1,0,18,1,0,1,0,0,0,0,1,0,1,0,2422,3
1,0,1,1,67,1,1,0,0,0,0,0,0,2,0,2,6066,2
1,0,1,0,66,0,0,1,1,1,1,1,0,2,1,0,5500,4
0,0,1,0,41,0,0,0,1,0,1,0,0,1,0,2,2954,1
0,1,1,0,60,1,1,1,1,1,1,1,1,2,1,0,4734,7
1,1,1,0,72,1,1,1,1,1,1,1,1,2,1,2,6051,7
0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,4929,1
0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,1,2032,2
0,0,0,0,61,1,1,0,1,1,0,1,1,1,1,1,4148,6
0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,2,3163,1
0,0,0,0,19,0,0,0,1,0,0,0,1,0,1,1,4034,2
1,0,0,0,23,1,0,0,0,0,0,0,0,1,0,0,4402,1
0,0,0,1,46,1,0,0,1,1,0,1,1,0,1,1,2405,5
0,0,0,0,61,1,1,1,1,1,1,1,1,1,1,2,4785,7
1,0,1,0,22,1,0,0,0,0,0,0,0,1,0,2,2173,1
0,0,1,0,51,1,0,1,1,0,1,0,0,1,1,0,4207,3
0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,2159,1
1,0,1,0,8,1,1,0,0,0,0,0,0,1,0,2,2028,2
1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,4545,2
1,0,0,0,27,1,1,0,0,0,0,0,0,0,0,2,5428,2
1,0,1,1,28,1,0,0,0,0,0,0,0,2,1,0,2948,1
1,0,1,0,38,1,0,1,0,1,1,1,1,2,0,0,3067,5
0,0,0,0,45,1,1,0,0,1,0,0,1,0,1,0,5470,4
0,0,1,1,54,1,1,0,0,0,0,0,0,1,1,0,6466,2
1,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,4799,3
0,0,0,0,27,1,1,0,0,0,0,1,1,0,1,0,2026,4
1,0,0,1,18,1,1,0,0,1,0,0,0,0,1,0,5334,3
1,0,1,0,61,1,1,0,1,1,0,1,1,1,1,1,6432,6
0,0,1,1,23,1,1,1,0,0,0,0,0,1,0,0,5939,3
0,1,0,0,56,1,1,1,0,1,1,0,1,2,0,0,4011,5
1,0,1,0,69,0,0,0,1,1,1,1,1,1,1,0,5683,4
1,0,0,0,45,0,0,1,0,1,1,0,0,1,0,0,4307,2
0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,5225,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3029,1
0,0,1,0,61,1,0,0,0,0,0,0,0,2,0,0,5974,1
0,1,1,0,47,1,1,0,0,1,0,1,1,0,0,1,4787,5
1,0,1,0,59,1,1,1,1,1,1,1,1,2,0,1,6251,7
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,4836,1
1,0,1,0,72,1,1,0,1,1,1,1,1,2,1,1,4394,6
0,0,1,1,27,1,0,0,0,0,0,0,0,2,0,2,4870,1
0,0,1,1,71,1,1,1,1,1,1,1,1,2,1,0,6009,7
1,0,1,1,25,1,0,0,0,0,0,0,0,1,0,1,2888,1
1,0,1,0,28,1,1,0,1,1,0,1,0,0,0,0,5530,5
0,1,0,0,52,1,1,1,1,1,0,1,1,0,0,0,4251,7
0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,5104,3
1,0,0,0,13,1,0,0,0,0,0,0,0,1,1,2,5221,1
0,0,0,0,71,1,1,0,1,1,1,1,1,2,1,1,4361,6
1,0,0,0,30,1,1,0,0,0,1,0,1,0,1,0,3233,3
1,1,1,0,62,1,1,1,1,1,0,0,0,0,1,1,4415,5
1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,2,5171,1
0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,1,3469,2
