customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,cltv,is_fiber
4703-MQYKT,male,0,0,0,21,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4562,0
5692-ICXLW,male,1,0,0,31,1,1,0,1,0,0,1,0,month_to_month,1,electronic_check,3493,1
0602-DDUML,female,0,0,0,57,1,0,0,1,1,1,1,0,two_year,0,mailed_check,4487,0
2208-MPXIO,female,0,1,1,45,1,0,0,0,0,0,0,0,two_year,1,bank_transfer,5169,0
1960-UYCNN,male,0,0,0,10,1,1,0,1,1,0,0,1,month_to_month,1,electronic_check,4810,1
3190-FZATL,male,0,0,1,14,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,5770,0
7336-RLLRH,male,0,1,0,27,1,1,1,0,0,1,1,1,one_year,0,mailed_check,4732,0
7710-JSYOA,female,0,1,1,69,1,1,0,1,0,1,0,1,two_year,1,bank_transfer,5205,1
9885-MFVSU,female,0,1,0,35,0,0,1,0,0,1,1,0,two_year,1,credit_card,4577,0
0607-MVMGC,male,0,1,0,45,1,1,0,1,1,0,1,1,one_year,0,credit_card,2595,0
3365-SAIGS,female,0,0,0,17,1,0,0,1,0,0,1,0,month_to_month,1,electronic_check,5564,1
8022-BECSI,male,0,0,0,22,1,0,0,0,0,0,0,0,one_year,0,mailed_check,2203,0
9993-LHIEB,male,0,1,0,67,1,0,1,0,1,1,0,1,two_year,0,mailed_check,4792,0
0266-CLZKZ,female,0,1,1,67,1,1,0,0,1,1,1,1,two_year,1,bank_transfer,6383,1
7020-OZKXZ,female,1,0,0,9,1,0,0,0,1,0,0,0,month_to_month,0,credit_card,3021,1
3977-QCRSL,female,0,0,0,5,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,5020,0
0017-DINOC,male,0,0,0,54,0,0,1,0,0,1,1,0,two_year,0,credit_card,5435,0
7639-OPLNG,male,0,1,0,70,1,1,1,1,1,1,1,0,two_year,1,bank_transfer,5085,0
1492-QGCLU,male,0,1,1,53,1,1,1,0,1,1,1,1,month_to_month,0,electronic_check,5957,0
7328-OWMOM,female,0,0,0,31,1,0,0,0,0,0,0,0,one_year,0,credit_card,3086,0
4418-LZMSV,male,0,1,1,13,1,0,0,1,1,1,0,0,month_to_month,0,bank_transfer,4749,0
5155-AZQPB,female,0,1,1,28,1,1,0,0,0,0,0,0,month_to_month,0,mailed_check,5250,0
1087-GRUYI,male,0,1,0,38,1,0,0,0,0,0,0,0,two_year,0,bank_transfer,3756,0
2546-KZAAT,male,0,1,0,52,1,0,1,1,0,0,1,1,one_year,1,mailed_check,5211,0
0181-RITDD,male,0,1,1,62,1,0,1,1,1,1,1,1,two_year,0,mailed_check,5298,1
5989-PGKJB,female,0,0,0,16,1,0,0,1,0,0,0,1,month_to_month,1,electronic_check,3511,1
8272-ONJLV,male,0,0,0,12,1,0,0,0,1,0,1,1,one_year,0,electronic_check,5527,1
1488-PBLJN,female,0,1,1,72,1,1,1,1,1,1,1,1,two_year,1,bank_transfer,4055,1
0308-GIQJT,male,1,0,0,71,1,1,0,1,0,1,1,1,one_year,0,bank_transfer,4921,1
3778-FOAQW,female,0,1,0,24,1,0,0,0,0,0,0,0,one_year,0,mailed_check,3573,0
4452-ROHMO,female,0,0,0,15,1,0,0,0,0,0,0,0,two_year,0,mailed_check,2722,0
3090-LETTY,male,0,0,1,2,1,1,1,1,0,0,0,0,month_to_month,0,bank_transfer,3172,0
5349-AZPEW,female,0,1,1,5,0,0,0,0,0,0,0,0,month_to_month,0,mailed_check,2071,0
9720-JJJOR,male,0,1,0,41,1,0,1,1,1,0,0,0,one_year,1,bank_transfer,4565,0
8100-HZZLJ,female,0,0,1,43,1,0,1,1,0,0,0,1,month_to_month,1,electronic_check,4205,0
8775-ERLNB,male,1,1,0,1,1,1,0,0,0,0,0,0,month_to_month,0,electronic_check,2968,1
8309-IEYJD,female,1,0,0,1,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,2576,1
7398-HPYZQ,male,0,1,0,71,1,1,1,1,1,1,1,1,two_year,0,bank_transfer,5007,0
3546-GHEAE,male,0,0,0,7,1,0,0,0,0,0,0,0,two_year,0,mailed_check,2600,0
7361-YPXFS,female,1,0,0,28,1,1,0,1,1,1,0,0,month_to_month,0,bank_transfer,3820,0
6557-BZXLQ,male,1,0,0,16,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,5610,1
2550-QHZGP,male,0,0,0,7,1,0,0,0,0,0,0,0,one_year,0,mailed_check,4271,0
7519-JTWQH,female,0,0,0,69,1,1,0,1,1,1,1,1,two_year,1,bank_transfer,4803,1
2538-OIMXF,female,0,0,1,1,0,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3065,0
8543-MSDMF,male,0,0,0,3,1,0,1,0,1,0,1,1,month_to_month,1,electronic_check,5528,0
1170-SASML,female,0,1,0,69,1,1,0,1,1,0,0,0,month_to_month,1,bank_transfer,5976,1
4872-JCVCA,female,0,1,0,71,0,0,1,1,1,1,0,0,two_year,1,bank_transfer,4795,0
5346-BZCHP,female,0,1,1,69,1,0,0,0,0,0,0,0,two_year,0,mailed_check,6408,0
2038-LLMLM,female,0,0,0,48,1,1,0,0,1,1,1,1,month_to_month,1,electronic_check,4304,1
1216-BGTSP,male,0,0,0,45,1,1,1,0,1,1,1,1,month_to_month,1,credit_card,5093,1
4138-NAXED,male,0,0,0,51,1,1,0,1,0,0,0,0,month_to_month,0,bank_transfer,4121,1
0744-BIKKF,male,0,0,0,72,1,1,1,1,1,1,1,1,two_year,0,bank_transfer,4621,0
7483-IQWIB,male,0,1,1,37,1,1,0,1,1,0,1,0,month_to_month,1,electronic_check,3462,1
5248-KWLAR,male,0,1,0,71,1,1,1,1,1,1,1,1,two_year,0,electronic_check,6483,0
7996-MHXLW,female,0,0,0,66,1,1,0,0,0,0,0,0,two_year,1,credit_card,6141,0
7833-PKIHD,male,0,1,0,51,1,0,1,0,0,1,1,1,one_year,1,bank_transfer,6385,0
7061-OVMIM,female,0,1,0,30,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,5203,0
5153-RTHKF,female,0,0,0,34,1,1,0,0,0,0,1,0,month_to_month,0,electronic_check,3818,1
1852-QSWCD,male,0,1,1,64,1,1,0,0,0,0,0,0,two_year,1,mailed_check,6281,0
4832-VRBMR,male,1,1,0,65,1,1,0,1,1,0,1,1,one_year,1,bank_transfer,6441,1
9079-LWTFD,male,0,0,0,47,1,1,1,1,0,1,1,0,month_to_month,0,mailed_check,2508,1
3392-EHMNK,female,0,1,1,67,1,1,0,1,0,1,1,0,two_year,0,credit_card,4803,1
5986-WWXDV,male,0,0,0,39,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,2607,0
3061-BCKYI,male,0,0,0,14,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3854,0
7901-TBKJX,male,1,0,0,56,1,1,0,0,1,0,1,1,month_to_month,1,electronic_check,5514,1
7228-PAQPD,female,0,0,0,14,1,0,0,0,0,1,0,1,one_year,0,credit_card,5718,0
7746-QYVCO,male,0,1,0,16,1,0,1,1,0,0,0,0,one_year,1,mailed_check,2464,0
5804-HYIEZ,male,0,1,1,70,1,1,1,1,0,0,1,1,month_to_month,1,electronic_check,4583,1
9919-FZDED,male,1,1,0,72,1,1,1,1,1,0,1,1,two_year,1,credit_card,4671,0
5934-TSSAU,female,0,1,1,23,1,0,0,0,1,0,0,0,month_to_month,1,credit_card,5903,1
3486-KHMLI,male,0,0,1,21,1,1,0,0,0,0,0,0,month_to_month,0,mailed_check,5403,0
6784-XYJAE,female,0,0,0,36,1,1,0,0,1,0,0,0,one_year,0,electronic_check,4770,0
3933-DQPWX,female,0,0,0,50,0,0,0,1,1,1,0,0,two_year,0,credit_card,5174,0
6661-EIPZC,female,0,1,1,48,0,0,0,0,0,1,0,0,month_to_month,1,credit_card,3194,0
8957-THMOA,female,0,0,1,50,1,0,0,0,0,0,0,0,two_year,0,credit_card,4263,0
2251-PYLPB,male,0,1,0,72,1,1,1,1,1,1,0,1,two_year,0,credit_card,4766,0
5555-RNPGT,male,0,0,1,10,1,1,0,0,0,0,0,0,month_to_month,0,credit_card,5212,0
1057-FOGLZ,female,0,0,0,18,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4333,0
8087-LGYHQ,male,0,0,0,9,1,0,0,0,1,0,1,1,month_to_month,1,electronic_check,3475,1
4137-BTIKL,male,0,0,0,2,1,1,1,0,0,0,0,1,month_to_month,0,mailed_check,4766,1
2190-BCXEC,female,0,1,0,40,1,1,0,0,0,1,0,0,month_to_month,1,credit_card,5257,1
6227-FBDXH,male,0,1,0,69,1,1,0,0,1,0,1,1,one_year,0,bank_transfer,4237,1
2911-WDXMV,male,0,0,1,18,1,1,0,0,1,0,0,0,month_to_month,1,credit_card,5334,1
7206-PQBBZ,male,1,1,0,11,1,0,0,0,0,0,0,0,month_to_month,1,electronic_check,2848,1
4547-FZJWE,male,0,1,0,55,1,0,1,0,0,0,0,1,one_year,0,credit_card,5712,0
7422-WNBTY,male,0,1,0,33,1,1,0,1,1,0,0,1,month_to_month,1,electronic_check,3348,1
0842-IWYCP,female,0,0,0,46,1,0,0,0,0,0,0,0,month_to_month,0,bank_transfer,2626,0
3521-HTQTV,male,0,0,0,34,1,1,0,0,0,0,0,0,two_year,0,bank_transfer,2026,0
3744-ZBHON,female,0,0,0,3,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,4369,0
3373-DIUUN,male,0,1,1,30,1,0,0,0,0,0,0,0,two_year,0,mailed_check,3047,0
8383-SGHJU,female,0,0,0,33,1,1,1,0,0,1,0,0,one_year,0,electronic_check,2853,0
7607-QKKTJ,male,0,1,1,45,1,1,0,1,1,0,0,1,one_year,1,credit_card,2719,1
7707-PYBBH,male,0,0,0,40,1,0,1,1,0,1,0,0,month_to_month,1,mailed_check,2520,0
8984-HPEMB,female,0,0,0,71,1,1,1,1,1,1,1,1,two_year,1,electronic_check,4296,1
4139-DETXS,female,0,1,0,72,0,0,1,1,1,1,1,1,two_year,0,bank_transfer,5265,0
9779-DPNEJ,female,0,1,1,22,1,0,0,0,0,0,0,1,month_to_month,1,electronic_check,4732,1
9805-FILKB,male,0,1,0,46,1,0,0,0,0,0,0,0,one_year,1,bank_transfer,2325,0
5793-YOLJN,female,0,1,1,55,1,0,0,0,0,0,0,0,two_year,0,mailed_check,5046,0
0673-IGUQO,male,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4845,0
4123-FCVCB,female,0,0,0,12,1,1,0,0,0,1,1,1,one_year,1,mailed_check,5942,0
8819-IMISP,male,0,0,0,31,1,1,0,1,0,0,0,0,month_to_month,1,electronic_check,4684,1
8311-UEUAB,female,0,1,0,67,1,1,1,0,0,0,1,1,two_year,1,electronic_check,5420,0
5858-EAFCZ,male,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3498,0
1163-ONYEY,male,0,1,1,41,1,1,1,1,1,0,1,0,month_to_month,1,credit_card,2748,0
5656-MJEFC,male,0,1,0,42,0,0,1,0,1,1,1,0,two_year,0,credit_card,2673,0
6082-OQFBA,male,0,1,0,23,1,0,0,0,0,0,0,0,one_year,0,mailed_check,5460,0
8974-OVACP,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3167,0
4010-YLMVT,female,0,0,0,56,1,1,1,1,0,0,1,1,month_to_month,1,credit_card,5056,1
1379-FRVEB,male,0,0,1,15,1,1,0,1,0,0,1,0,month_to_month,1,electronic_check,4602,1
8612-GXIDD,male,0,1,1,12,1,1,0,0,0,0,0,0,two_year,1,bank_transfer,2219,0
6288-CHQJB,female,0,1,0,54,1,0,1,0,1,1,0,1,two_year,0,bank_transfer,5077,0
8160-HOWOX,female,0,0,0,7,1,0,0,0,0,0,1,1,month_to_month,1,electronic_check,4858,0
6648-INWPS,male,0,1,1,16,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,5271,0
4223-BKEOR,female,0,0,0,21,1,0,1,0,1,0,0,1,one_year,0,mailed_check,3302,0
4079-VTGLK,male,1,1,0,30,1,1,0,0,1,0,1,1,two_year,0,electronic_check,5610,0
1763-WQFUK,male,0,0,0,3,1,0,0,0,0,1,0,0,month_to_month,1,mailed_check,5258,0
1391-UBDAR,male,0,0,0,11,1,0,0,0,1,0,0,0,month_to_month,0,electronic_check,3042,1
8894-JVDCV,female,0,0,0,62,1,1,1,1,1,1,1,1,one_year,1,credit_card,6494,1
2023-VQFDL,male,0,0,0,18,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,5379,0
1345-GKDZZ,male,0,0,1,6,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,2309,0
2014-MKGMH,female,0,0,0,46,1,1,0,0,1,0,1,1,one_year,1,electronic_check,4883,1
5628-FCGYG,male,0,0,0,21,1,1,0,0,0,0,0,1,month_to_month,1,electronic_check,4649,1
2560-WBWXF,male,0,0,0,68,1,1,0,0,0,0,0,0,two_year,1,bank_transfer,5987,0
0248-IPDFW,female,0,0,0,1,1,1,0,0,0,0,0,0,month_to_month,1,electronic_check,5617,0
7978-DKUQH,female,0,1,0,25,1,0,0,0,1,0,0,0,month_to_month,1,electronic_check,4591,1
4335-UPJSI,female,0,0,1,24,1,0,0,0,0,0,0,0,two_year,0,mailed_check,2639,0
1784-EZDKJ,male,0,1,0,51,1,1,0,1,1,0,1,1,one_year,1,bank_transfer,4640,1
9297-FVVDH,female,0,1,0,57,1,1,1,0,1,1,1,1,two_year,1,electronic_check,5928,0
8007-YYPWD,female,0,0,0,15,1,1,0,0,0,0,0,0,two_year,0,bank_transfer,5218,0
7101-HRBLJ,female,0,1,0,72,1,0,1,1,1,1,1,1,two_year,1,bank_transfer,4592,0
6635-CPNUN,male,0,1,0,28,1,1,0,1,1,0,1,0,month_to_month,0,credit_card,5530,1
5453-YBTWV,male,0,1,1,70,1,0,1,1,1,1,1,0,two_year,1,credit_card,4226,1
5039-LZRQT,female,0,0,0,13,1,0,0,0,0,0,0,0,one_year,0,mailed_check,2953,0
2931-VUVJN,female,1,1,0,59,1,1,1,1,1,1,0,0,one_year,1,electronic_check,5061,1
6418-PIQSP,female,0,1,0,62,1,0,1,0,1,1,1,1,two_year,0,mailed_check,4684,0
8220-OCUFY,female,0,0,0,21,1,0,1,0,1,1,0,0,one_year,1,electronic_check,4870,0
3995-WFCSM,female,0,0,0,2,1,0,0,0,1,0,0,1,month_to_month,0,electronic_check,3796,0
1895-QTKDO,female,0,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,credit_card,5684,0
2038-OEQZH,male,0,0,0,4,1,0,0,0,1,0,0,1,month_to_month,0,electronic_check,3653,1
1178-PZGAB,female,0,0,0,19,1,0,0,0,0,0,0,0,one_year,0,credit_card,5586,0
2626-VEEWG,male,0,1,1,67,1,0,0,0,0,0,0,0,two_year,1,credit_card,4890,0
2878-RMWXY,male,1,1,0,72,1,1,1,1,1,0,0,1,two_year,1,credit_card,4680,1
1657-DYMBM,male,0,1,0,53,1,0,0,0,0,0,0,0,two_year,0,credit_card,4157,0
7311-MQJCH,female,0,0,0,5,1,0,0,0,0,0,0,0,one_year,0,electronic_check,2575,0
7375-WMVMT,male,1,1,0,71,1,0,0,1,1,1,0,1,two_year,1,credit_card,6412,1
1136-XGEQU,female,0,1,0,50,1,1,0,1,1,1,1,1,one_year,1,credit_card,4625,0
2530-FMFXO,male,0,1,1,56,1,1,0,0,1,1,1,1,two_year,1,electronic_check,4478,1
6844-DZKRF,male,0,0,0,2,1,0,0,0,0,1,0,0,month_to_month,1,credit_card,4697,0
5970-GHJAW,male,0,1,1,46,1,0,0,0,0,0,0,0,two_year,0,credit_card,3574,0
8879-XUAHX,male,0,1,0,71,1,1,1,1,1,1,1,1,two_year,1,electronic_check,6124,1
3689-MOZGR,female,0,0,0,29,0,0,0,0,0,1,0,0,month_to_month,1,electronic_check,4761,0
4195-PNGZS,male,0,1,1,69,1,1,0,0,0,0,0,0,two_year,0,bank_transfer,5295,0
5003-XZWWO,male,0,1,0,71,1,1,0,1,1,1,1,1,two_year,0,credit_card,4753,0
7622-FWGEW,male,1,1,0,56,1,0,1,1,1,1,1,1,two_year,1,bank_transfer,6500,0
6922-NCEDI,male,0,0,0,56,1,0,0,0,0,0,0,0,one_year,1,mailed_check,6473,0
9891-NQDBD,female,0,1,0,28,1,1,0,0,0,0,0,0,one_year,0,mailed_check,3493,0
6131-IUNXN,female,0,1,1,19,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,3636,0
8548-AWOFC,male,0,1,0,66,1,1,0,0,0,1,0,1,month_to_month,0,electronic_check,5956,0
9798-DRYDS,female,0,1,0,17,1,1,0,0,1,1,0,0,one_year,1,mailed_check,4759,0
8532-UEFWH,male,0,1,1,52,1,1,0,0,0,0,0,0,two_year,0,mailed_check,4676,0
6296-DDOOR,female,0,0,0,19,1,0,0,1,0,0,1,0,one_year,0,electronic_check,4033,0
7951-VRDVK,female,0,0,0,36,1,0,1,1,1,1,1,1,one_year,0,bank_transfer,4898,0
4815-YOSUK,male,0,1,1,72,1,1,1,1,1,1,0,1,one_year,1,credit_card,4927,1
0380-NEAVX,male,1,0,0,34,1,0,0,1,1,0,1,1,one_year,1,electronic_check,5626,1
4365-MSDYN,male,0,1,0,8,1,0,0,0,0,0,0,0,month_to_month,1,bank_transfer,4909,0
7036-TYDEC,female,0,0,0,69,1,1,0,0,1,1,1,1,two_year,0,electronic_check,5902,1
5802-ADBRC,female,0,1,0,50,1,1,1,0,1,0,1,1,one_year,1,mailed_check,6100,1
8076-FEZKJ,male,0,0,0,10,1,0,0,0,0,0,0,0,one_year,0,mailed_check,5039,0
5197-YPYBZ,female,0,1,1,12,1,1,0,0,0,0,0,0,two_year,0,credit_card,2646,0
4312-GVYNH,female,0,1,0,70,0,0,1,0,1,1,0,1,two_year,1,bank_transfer,5460,0
8495-LJDFO,female,1,0,0,64,1,1,1,0,1,1,1,1,month_to_month,1,bank_transfer,5780,1
0839-JTCUD,female,0,1,0,66,1,1,1,1,1,1,1,1,two_year,0,credit_card,4082,0
5494-WOZRZ,female,0,1,0,71,1,0,1,0,1,1,1,1,two_year,1,credit_card,5770,0
1302-UHBDD,male,1,0,0,20,1,0,0,0,0,0,1,1,month_to_month,0,electronic_check,4812,1
2234-EOFPT,male,0,1,0,72,1,0,1,1,0,1,1,1,two_year,1,bank_transfer,4278,0
8619-IJNDK,female,0,1,0,71,1,0,1,1,1,1,0,0,two_year,0,credit_card,4374,0
8378-LKJAF,male,0,1,1,38,1,1,0,0,1,0,1,1,month_to_month,1,credit_card,3738,1
1153-GNOLC,male,0,0,0,33,0,0,0,1,0,0,1,0,one_year,1,electronic_check,2855,0
3298-QEICA,female,0,1,0,23,0,0,1,0,0,1,0,0,two_year,0,mailed_check,4445,0
0788-DXBFY,male,0,1,0,58,1,0,0,0,0,0,0,0,one_year,1,electronic_check,4801,0
3597-YASZG,female,1,1,0,70,1,1,0,1,0,1,1,1,two_year,1,bank_transfer,5004,1
3496-LFSZU,male,0,1,0,4,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,2896,1
5242-UOWHD,male,0,1,1,45,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4210,0
6479-SZPLM,male,0,1,1,36,1,0,0,0,0,0,0,0,two_year,0,credit_card,5745,0
8097-VBQTZ,male,0,0,0,54,1,0,1,1,0,1,1,0,month_to_month,1,mailed_check,6092,0
4500-HKANN,male,0,1,0,23,1,1,0,1,0,1,0,0,two_year,0,mailed_check,3464,0
9917-KWRBE,female,0,1,0,41,1,1,1,1,1,0,1,0,one_year,1,credit_card,2894,0
3420-ZDBMA,male,1,0,0,5,1,0,0,0,0,0,0,0,month_to_month,1,mailed_check,5171,1
2212-LYASK,male,0,1,0,27,0,0,0,1,1,0,0,1,one_year,1,credit_card,2068,0
1393-IMKZG,female,0,0,0,1,1,0,0,0,0,1,1,1,month_to_month,1,electronic_check,3270,1
8069-RHUXK,female,0,1,0,67,0,0,1,0,0,1,0,0,two_year,0,credit_card,5655,0
3398-GCPMU,female,1,1,0,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,4993,0
2908-WGAXL,female,0,1,1,56,1,1,0,0,0,0,0,0,two_year,1,credit_card,5243,0
3378-AJRAO,male,0,1,0,44,1,1,0,0,0,0,0,0,one_year,0,electronic_check,5331,0
1013-QCWAM,female,1,1,0,66,1,1,0,1,0,0,1,1,month_to_month,1,electronic_check,5469,1
6050-FFXES,female,0,1,0,69,1,1,0,0,1,1,1,1,two_year,0,bank_transfer,5268,1
0362-RAOQO,female,0,0,0,40,1,0,0,0,0,0,0,0,two_year,0,credit_card,3878,0
9554-DFKIC,male,0,1,1,30,1,1,1,0,0,0,0,0,month_to_month,1,bank_transfer,2613,0
5527-ACHSO,female,0,0,0,11,1,0,0,0,0,1,1,1,month_to_month,0,mailed_check,5541,0
0829-DDVLK,female,0,0,0,15,1,0,0,0,0,0,0,0,one_year,0,credit_card,4359,0
1399-UBQIU,male,0,0,0,11,1,0,0,0,1,0,1,1,month_to_month,1,electronic_check,2288,0
1813-JLKWR,female,0,1,0,64,1,0,0,0,0,0,0,0,one_year,0,bank_transfer,5384,0
0336-PIKEI,male,1,1,0,72,1,0,1,1,1,1,1,0,two_year,0,bank_transfer,5590,0
7322-OCWHC,male,1,1,0,72,1,1,1,1,1,1,0,0,two_year,1,bank_transfer,4988,1
9537-VHDTA,female,0,0,1,1,1,0,1,0,0,0,0,0,month_to_month,0,mailed_check,3699,0
4957-TIALW,female,0,0,0,15,1,0,1,1,1,1,0,0,one_year,0,credit_card,2976,0
2054-PJOCK,female,0,0,0,60,1,1,0,0,1,1,1,1,one_year,0,credit_card,4159,0
9150-HEPMB,male,0,0,0,56,1,0,1,0,1,0,0,0,one_year,0,mailed_check,4753,0
9030-QGZNL,female,0,0,0,8,1,0,0,0,0,0,0,0,two_year,0,mailed_check,4249,0
3126-WQMGH,female,0,1,0,49,1,1,0,0,0,0,0,0,month_to_month,1,credit_card,5224,0
7176-WRTNX,male,0,0,0,70,1,1,1,1,1,1,1,1,two_year,1,bank_transfer,4511,1
5732-IKGQH,male,1,1,0,52,1,0,1,0,1,1,1,1,one_year,1,bank_transfer,5490,1
9239-GZHZE,female,0,1,0,72,1,1,1,1,1,1,1,1,two_year,1,credit_card,6469,1
7205-BAIAD,female,0,0,0,40,1,0,0,0,0,0,0,0,two_year,1,bank_transfer,3091,0
0093-EXYQL,female,1,0,0,40,1,0,0,0,0,0,1,1,month_to_month,1,electronic_check,5742,1
8064-RAVOH,male,0,0,1,1,1,0,0,0,1,0,0,0,month_to_month,1,electronic_check,5323,0
0219-QAERP,male,0,1,0,30,1,0,0,0,0,0,0,0,one_year,0,credit_card,4006,0
9168-INPSZ,female,1,1,0,44,1,1,0,0,1,1,1,1,month_to_month,0,electronic_check,2944,1
0015-UOCOJ,female,1,0,0,7,1,0,1,0,0,0,0,0,month_to_month,1,electronic_check,5525,0
5334-AFQJB,male,1,0,0,72,1,1,0,0,0,0,0,0,two_year,1,credit_card,5751,0
2754-SDJRD,female,1,0,0,8,1,1,0,0,0,1,1,1,month_to_month,1,credit_card,5157,1
8963-JLGJT,male,0,0,1,3,1,0,1,0,1,0,0,0,month_to_month,0,mailed_check,4648,0
1465-LNTLJ,male,1,1,0,8,1,0,0,0,1,1,0,1,month_to_month,1,credit_card,4537,0
2135-DQWAQ,female,0,0,0,5,1,0,0,1,0,0,1,0,month_to_month,1,mailed_check,2689,1
4056-QHXHZ,female,0,1,1,72,1,1,1,0,1,1,1,1,two_year,0,mailed_check,5246,1
7401-JIXNM,female,0,1,0,54,1,1,1,1,1,1,1,1,two_year,0,credit_card,5907,0
9339-FIIJL,male,0,1,0,72,1,1,0,1,1,1,1,1,two_year,0,bank_transfer,6450,0
4706-DGAHW,male,1,0,0,1,1,0,0,0,0,0,0,0,month_to_month,0,electronic_check,4576,0
6670-MFRPK,male,0,1,1,69,1,1,0,0,1,0,0,0,two_year,1,credit_card,4072,1
6177-PEVRA,female,0,0,0,48,1,0,1,1,0,0,0,0,two_year,0,credit_card,4975,0
4813-HQMGZ,female,0,1,0,8,1,1,0,0,0,1,0,1,month_to_month,1,electronic_check,4969,1
7579-KKLOE,male,0,1,0,71,1,1,1,1,1,1,1,1,two_year,1,mailed_check,5529,0
8402-EIVQS,male,0,1,0,67,1,0,1,1,0,0,1,1,one_year,1,credit_card,4078,1
4947-DSMXK,male,0,1,1,34,1,1,0,1,0,0,1,1,month_to_month,1,bank_transfer,5789,1
7245-NIIWQ,female,0,0,0,3,1,0,0,0,0,0,0,0,month_to_month,1,electronic_check,4764,1
0002-ORFBO,female,0,1,0,9,1,0,0,1,0,1,1,0,one_year,1,mailed_check,2205,0
3324-OIRTO,male,0,1,1,71,1,0,1,1,1,0,1,1,one_year,1,bank_transfer,6101,1
5414-OFQCB,male,0,0,0,57,1,1,0,0,0,1,1,0,two_year,1,credit_card,5076,1
4967-WPNCF,male,0,0,0,72,0,0,1,1,1,1,1,1,two_year,1,bank_transfer,4921,0
8552-OBVRU,female,1,1,1,48,1,0,1,0,1,1,1,1,month_to_month,1,electronic_check,3847,1
8499-BRXTD,male,0,0,0,18,1,0,0,0,0,0,0,0,one_year,0,mailed_check,5586,0
9154-QDGTH,male,0,1,1,43,1,1,0,0,1,1,1,1,one_year,1,credit_card,3927,1
8197-BFWVU,female,0,1,0,72,1,1,1,1,1,1,1,1,two_year,1,bank_transfer,5197,0
2577-GVSIL,male,0,1,0,35,1,1,0,0,0,1,1,1,one_year,1,bank_transfer,4719,0
9367-OIUXP,male,0,0,0,4,1,0,0,0,0,0,0,0,month_to_month,0,mailed_check,4676,0
6770-UAYGJ,female,0,1,1,49,1,1,0,0,0,0,0,0,two_year,0,mailed_check,5616,0
6463-HHXJR,female,0,1,1,71,1,1,1,1,1,0,1,0,two_year,0,bank_transfer,4080,1
7928-VJYAB,male,0,1,1,11,1,0,0,0,0,0,1,1,month_to_month,0,electronic_check,2004,1
1187-WILMM,male,0,1,0,63,1,1,1,1,1,1,1,1,two_year,1,credit_card,5004,0
9776-OJUZI,female,1,0,0,65,1,1,0,1,1,0,1,0,month_to_month,1,bank_transfer,4168,1
1306-RPWXZ,female,0,0,1,49,1,0,0,0,0,0,0,0,two_year,0,credit_card,4784,0
3097-PYWXL,female,0,1,1,4,1,0,0,0,0,0,0,0,month_to_month,1,electronic_check,2951,0
2266-SJNAT,female,0,1,0,72,1,1,0,1,1,1,1,1,one_year,0,credit_card,4807,1
0869-PAPRP,female,1,1,0,26,1,0,0,0,1,0,1,0,month_to_month,1,credit_card,3935,1
4238-JSSWH,female,1,1,0,35,1,1,0,0,1,0,1,1,month_to_month,0,bank_transfer,3199,1
2972-YDYUW,female,0,0,0,57,1,1,0,1,0,1,0,1,one_year,0,electronic_check,4507,1
1104-FEJAM,male,0,1,1,28,1,1,0,1,0,0,0,1,month_to_month,0,electronic_check,2434,0
2809-ILCYT,female,0,1,0,25,1,1,0,0,0,0,0,0,one_year,1,mailed_check,3428,0
5499-ECUTN,female,0,1,0,47,1,0,1,0,1,0,1,0,one_year,1,credit_card,3404,0
4981-FLTMF,female,0,1,1,57,1,1,1,1,0,1,0,0,month_to_month,0,bank_transfer,4491,0
9121-PHQSR,male,1,1,0,16,1,1,0,0,0,0,1,0,month_to_month,1,credit_card,3739,1
3113-IWHLC,male,0,0,0,5,1,0,1,0,1,0,0,0,month_to_month,1,mailed_check,2612,0
4277-BWBML,male,0,1,1,72,1,0,0,0,0,0,0,0,two_year,0,bank_transfer,5092,0
